household_key,category_total,quantity_average,quantity_min,quantity_max,sales_average,sales_total,sales_min,sales_max,coupon_total,coupon_average,coupon_min,coupon_max,num_national_average,num_national_min,num_national_max,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,PAlive,clv,cluster
1921,22,17.210526315789473,1,80,34.943684210526314,1327.86,289.62999999999994,0.49,-10.85,-0.2855263157894737,-3,0,6.552631578947368,0,45,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0.07676702107111052,14.089105233025318,2
1923,32,22.866666666666667,0,146,59.0575,3543.45,246.38000000000008,0,-12.9,-0.215,-3,0,16.683333333333334,0,111,19-24,B,35-49K,Renter,Single Female,1,None/Unknown,0.9994407641746983,3322.8827844816033,2
1926,23,22.636363636363637,1,109,41.63659090909091,1832.0100000000002,209.28000000000003,0,-28.39,-0.6452272727272728,-8,0,8.340909090909092,0,32,25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9988757445499883,1630.7150854263668,2
1927,32,41.40983606557377,1,232,85.03,5186.83,445.74000000000007,1.3900000000000001,-5.99,-0.09819672131147542,-5,0,18.42622950819672,0,70,19-24,U,Under 15K,Unknown,Unknown,1,None/Unknown,0.9952501307319861,3482.0503369666553,4
1928,30,22.072727272727274,1,186,38.13072727272728,2097.19,272.00000000000006,2,-28.89,-0.5252727272727272,-4.29,0,11.036363636363637,0,83,35-44,B,75-99K,Homeowner,2 Adults Kids,3,1,0.9998523716020279,2046.4183672122635,2
1929,32,35.032786885245905,1,201,72.01360655737705,4392.83,343.30000000000007,1.99,-3,-0.04918032786885246,-3,0,23.81967213114754,0,124,35-44,B,25-34K,Homeowner,Single Male,1,None/Unknown,0.9995227521121188,4151.627493940435,4
1931,27,21.612244897959183,1,146,44.84265306122449,2197.29,313.78000000000014,0.97,-2.8,-0.05714285714285714,-2.5,0,8.73469387755102,0,46,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,0.9816559975980271,767.621985886167,2
1935,32,51.49152542372882,1,578,154.69220338983055,9126.840000000004,854.9700000000005,0.78,-274.77,-4.657118644067797,-43.3,0,34.91525423728814,1,403,55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1.0000000000001563,9037.361176611856,1
1937,32,53.671875,1,263,102.04843749999999,6531.0999999999995,368.18,4.26,-25.85,-0.40390625,-9.65,0,34.90625,0,168,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9990521518601395,5907.16049878049,4
1939,32,22.95,1,130,53.8965,3233.79,272.48,1.47,-0.55,-0.009166666666666667,-0.35000000000000003,0,12.366666666666667,0,52,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9995987616654837,3078.562449477307,2
1944,34,51.203125,1,370,145.80265625000004,9331.370000000003,619.6300000000002,2.19,-75.19,-1.17484375,-22.72,0,35.421875,0,284,25-34,U,125-149K,Homeowner,2 Adults Kids,4,2,0.999142845176833,8510.411918117004,1
1946,29,27.916666666666668,1,195,68.06916666666666,3267.3199999999997,379.20999999999975,1.58,0,0,0,0,14.104166666666666,0,91,25-34,U,75-99K,Unknown,Single Male,1,None/Unknown,0.9988273245196719,2895.7141525114725,2
1948,32,18.884615384615383,1,125,30.43153846153846,1582.4399999999998,189.93999999999988,-0.8500000000000001,-19.88,-0.3823076923076923,-4.99,0,8.173076923076923,0,62,35-44,U,50-74K,Homeowner,Single Female,1,None/Unknown,1.000000000000071,1566.9258823640732,2
1949,30,16.270833333333332,1,64,34.825625,1671.63,229.2,1,0,0,0,0,7.541666666666667,0,43,45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,0.9996175408964155,1594.2672675847796,2
1953,31,20.61111111111111,0,121,50.46833333333334,2725.2900000000004,268.6300000000001,0,-1.9,-0.03518518518518519,-1.5,0,10.592592592592593,0,95,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,0.9995284722217632,2577.0561161063215,2
1955,32,59.95238095238095,1,465,112.18444444444445,7067.620000000001,498.8600000000002,2.99,-36.2,-0.5746031746031746,-4,0,30.77777777777778,0,140,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,0.9991702757293596,6462.149388988347,1
1962,33,20.733333333333334,1,128,51.81483333333333,3108.89,229.44999999999982,0.5,-9.25,-0.15416666666666667,-6,0,13.75,0,70,65+,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,0.9999304589157729,3057.1509272617477,2
1964,31,19.74137931034483,0,81,34.29137931034483,1988.9,131.24,-9.08,-23.65,-0.4077586206896552,-9.08,0,11.793103448275861,0,73,65+,U,Under 15K,Renter,Single Male,1,None/Unknown,0.9997726643416459,1925.624665289509,2
1965,31,20.93103448275862,1,82,46.33551724137931,2687.46,172.51999999999998,-1.3099999999999996,-37.33,-0.6436206896551724,-10.59,0,11.672413793103448,0,77,25-34,A,50-74K,Homeowner,2 Adults Kids,3,1,0.9997207322716335,2588.8151016804536,2
1975,34,77.05970149253731,2,349,239.74298507462692,16062.780000000002,1571.1300000000006,3.49,-203.21,-3.0329850746268656,-25.939999999999998,0,48.74626865671642,0,202,35-44,B,75-99K,Renter,Single Male,1,None/Unknown,0.9999218125900039,15781.907120451162,3
1976,33,26.396825396825395,1,116,55.60746031746032,3503.2700000000004,446.3400000000001,0.4,-7.74,-0.12285714285714286,-3.29,0,14.80952380952381,0,76,25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,0.9999292481947587,3444.5533787069194,2
1979,26,11.976744186046512,0,101,25.363720930232557,1090.6399999999999,247.06999999999994,0,-25.3,-0.5883720930232558,-16.5,0,6.465116279069767,0,76,45-54,U,150-174K,Unknown,2 Adults Kids,3,1,0.9997665084254285,1055.3069234589248,2
1980,32,25.83606557377049,1,104,68.87852459016393,4201.59,323.95,3.34,-4.4,-0.07213114754098361,-2.5,0,13.60655737704918,0,56,55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,0.9660470361278428,946.5568586631654,2
1982,31,38.81818181818182,1,660,60.65363636363636,3335.95,716.7799999999996,1.18,0,0,0,0,16.01818181818182,0,163,25-34,U,100-124K,Unknown,Single Male,1,None/Unknown,1.0000000000000568,3303.244607861911,2
1985,33,49.92424242424242,1,291,130.12318181818185,8588.130000000001,552.1600000000003,1.85,-21.55,-0.32651515151515154,-5.15,0,29.40909090909091,0,195,25-34,U,50-74K,Unknown,Unknown,5+,3+,0.9999999999999716,8503.932647034648,1
1989,32,28.517241379310345,0,201,47.23844827586207,2739.83,208.53000000000003,0,-30.65,-0.528448275862069,-14.25,0,15.793103448275861,0,136,65+,U,15-24K,Homeowner,Single Female,1,None/Unknown,0.9996015093610803,2609.002609873455,2
1990,31,28.854545454545455,1,191,62.325818181818185,3427.92,317.08000000000015,2.68,-79.39,-1.4434545454545455,-12.99,0,17.927272727272726,0,135,35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,0.9985872243886498,2974.1344759295525,2
1995,33,84.67692307692307,2,503,220.2241538461539,14314.570000000005,1167.6100000000022,1.79,-22.05,-0.3392307692307692,-5.75,0,53.261538461538464,1,396,25-34,B,25-34K,Unknown,1 Adult Kids,3,2,1.0000000000000853,14174.231078552224,3
1997,29,26.142857142857142,1,197,71.01285714285714,3976.7200000000003,315.51000000000005,1,-4.8,-0.08571428571428572,-1.5,0,17.910714285714285,0,113,25-34,U,50-74K,Unknown,Single Male,1,None/Unknown,0.9999999999999716,3937.732549008413,4
2002,30,23.833333333333332,1,98,42.839444444444446,2313.33,195.31000000000006,0.8,-1,-0.018518518518518517,-1,0,11.074074074074074,0,57,35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown,0.995388755846354,1567.731173355317,2
2004,31,69.29508196721312,1,277,161.8293442622951,9871.590000000002,756.4000000000007,0.99,-173.48,-2.843934426229508,-23.75,0,52.68852459016394,0,206,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1.0000000000000249,9774.809705906655,1
2006,32,41.69491525423729,1,278,78.59372881355932,4637.03,452.07000000000016,1.85,-60.6,-1.0271186440677966,-8.05,0,18.338983050847457,0,105,45-54,U,Under 15K,Unknown,Single Male,1,None/Unknown,0.9999999999999147,4591.568921529473,4
2007,32,46.55555555555556,1,292,117.38730158730161,7395.4000000000015,506.1700000000001,0.99,-55.54,-0.8815873015873016,-43.839999999999996,0,28.80952380952381,0,170,45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,0.9999284401588981,7270.865877742949,1
2011,23,17.047619047619047,1,156,32.53190476190476,1366.3400000000001,193.97,1.19,-1,-0.023809523809523808,-1,0,8.80952380952381,0,77,45-54,U,75-99K,Homeowner,Single Male,1,None/Unknown,0.9999317823916687,1343.7775805365764,2
2012,31,57.377049180327866,1,348,113.41262295081967,6918.17,678.08,1,-60.83,-0.9972131147540984,-12.29,0,28.950819672131146,0,131,45-54,A,25-34K,Renter,Single Male,2,None/Unknown,0.9987136197950945,6069.567637765883,1
2013,30,11.518518518518519,1,93,21.82166666666667,1178.3700000000001,92.74,0.5,-4.1,-0.07592592592592592,-2,0,6.185185185185185,0,24,19-24,U,25-34K,Unknown,Single Female,1,None/Unknown,0.008485572883263239,11.650529651383367,2
2017,33,48.53125,1,418,88.9921875,5695.5,438.2100000000004,1,-1,-0.015625,-1,0,21.09375,0,203,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1.000000000000071,5639.66176474595,4
2018,32,32.527272727272724,0,218,73.688,4052.8400000000006,505.1900000000004,0,-1.5,-0.02727272727272727,-1.5,0,16.254545454545454,0,158,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,0.9997596683035854,3918.9221535811203,4
2020,33,57.953125,1,345,132.37671875000004,8472.110000000002,584.8900000000006,1.59,-2.75,-0.04296875,-1.75,0,33.375,0,252,35-44,A,100-124K,Unknown,2 Adults Kids,5+,3+,0.998825994730231,7507.648238484019,1
2023,27,15.565217391304348,1,140,39.31630434782609,1808.5500000000002,376.3900000000001,0.79,-11.879999999999999,-0.2582608695652174,-5.88,0,8.934782608695652,0,58,45-54,U,35-49K,Homeowner,2 Adults Kids,3,1,0.9999312782623526,1778.5962948515187,2
2024,33,24.606060606060606,1,135,66.68287878787879,4401.070000000001,433.0800000000001,2.49,-60.34,-0.9142424242424242,-9.84,0,15.287878787878787,0,58,25-34,B,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,0.999855024135139,4295.645758997266,4
2030,34,19.20967741935484,0,83,41.06241935483871,2545.87,160.87,-4,-21.14,-0.3409677419354839,-4.5,0,10.806451612903226,0,56,35-44,B,75-99K,Homeowner,Single Female,1,None/Unknown,0.9999309857185616,2503.6318548512036,2
2040,30,30.09090909090909,1,446,46.60545454545453,2563.299999999999,663.029999999999,-25.389999999999993,-96.62,-1.756727272727273,-58.330000000000005,0,20.654545454545456,0,366,25-34,U,25-34K,Homeowner,Single Male,1,None/Unknown,0.9859353716004077,1054.7304390896531,2
2041,31,36.44444444444444,1,197,109.8266666666667,5930.640000000001,853.8000000000005,2.9699999999999998,-16.8,-0.3111111111111111,-6.25,0,22.944444444444443,0,158,35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown,0.9999283087826615,5830.695504721856,4
2050,31,30.63157894736842,1,141,72.16157894736843,4113.21,328.8400000000001,2,0,0,0,0,15.175438596491228,0,65,35-44,A,25-34K,Homeowner,2 Adults Kids,5+,3+,0.9997409832893441,3970.053394624327,4
2053,31,23.532258064516128,1,164,52.37032258064516,3246.9599999999996,441.0099999999998,2.5,-3,-0.04838709677419355,-2.5,0,15.403225806451612,0,95,45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9968939484646435,2453.1622282653234,2
2057,32,21.338709677419356,1,86,38.14951612903226,2365.27,117.07,1,-12.540000000000001,-0.20225806451612904,-3.25,0,9.774193548387096,0,36,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1.0000000000000568,2342.0810784446835,2
2058,33,31.306451612903224,1,180,91.36032258064517,5664.340000000001,346.81000000000023,0.6900000000000001,-9.68,-0.15612903225806452,-2,0,22.693548387096776,0,150,25-34,B,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1.000000000000142,5608.807254981663,4
2062,34,48.96875,1,365,80.45546875000002,5149.1500000000015,589.9800000000004,1.32,-15.129999999999999,-0.23640624999999998,-5.629999999999999,0,17.71875,0,164,25-34,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,0.999364065089711,4793.812843215634,4
2063,26,27.916666666666668,1,197,53.95583333333333,2589.88,259.92999999999995,1.09,-1.55,-0.03229166666666667,-1,0,16.9375,0,154,55-64,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9995718406019352,2459.1962221863755,2
2064,31,33.535714285714285,1,203,93.48375000000003,5235.090000000001,1073.1600000000008,1.98,-4,-0.07142857142857142,-2,0,23.160714285714285,1,156,19-24,U,50-74K,Unknown,Single Female,1,None/Unknown,1.0000000000000213,5183.7655882463405,4
2068,32,25.614035087719298,1,189,43.12929824561404,2458.3700000000003,249.76000000000005,1.49,-28.7,-0.5035087719298246,-7.9,0,17.54385964912281,1,152,55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,0.9960492178847062,1744.8973922865068,2
2069,32,16.322033898305083,1,70,34.84525423728814,2055.87,137.39,0.99,-2.3,-0.03898305084745763,-2,0,7.983050847457627,0,37,35-44,U,15-24K,Unknown,Single Female,1,None/Unknown,0.9969188777232216,1556.223058459218,2
2070,33,70.53968253968254,1,539,139.95222222222222,8816.99,902.3999999999997,0.59,-149.99,-2.380793650793651,-29.880000000000006,0,37.25396825396825,0,294,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,0.9999135191082351,8655.693710476053,1
2076,33,49.15625,1,468,103.04625000000001,6594.960000000001,544.8600000000008,0.99,-39.4,-0.615625,-9.5,0,32.765625,0,303,25-34,A,100-124K,Homeowner,2 Adults Kids,3,1,0.9989075838464611,5887.178626388193,4
2082,32,26.950819672131146,1,135,66.24360655737705,4040.86,523.4500000000003,2.63,-12.790000000000001,-0.209672131147541,-4.99,0,18.065573770491802,0,107,45-54,A,Under 15K,Homeowner,2 Adults Kids,3,1,1.000000000000128,4001.243725541368,4
2084,31,22.37735849056604,1,174,49.106415094339624,2602.64,268.3500000000001,0.5,-7.05,-0.1330188679245283,-5,0,12.471698113207546,0,113,55-64,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9993036128609211,2409.3405446715547,2
2085,33,84.72727272727273,4,455,176.72257575757578,11663.690000000002,816.2700000000002,1.79,-34.34,-0.5203030303030303,-6.4,0,40.74242424242424,0,166,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999999999999245,11549.340097952017,3
2086,33,44.69491525423729,1,344,104.29186440677968,6153.220000000001,546.0700000000002,1.09,-44.85,-0.7601694915254237,-40.5,0,26.949152542372882,0,227,45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999138317366757,6040.841432202447,4
2087,33,51.78125,1,312,103.38343750000001,6616.540000000001,402.3800000000002,1.79,-12.1,-0.1890625,-4,0,24.453125,0,159,45-54,B,100-124K,Homeowner,Unknown,1,None/Unknown,0.9985806348017237,5737.334647790429,4
2088,33,53.80327868852459,1,531,80.14901639344262,4889.09,313.50999999999993,1.5,-10.3,-0.16885245901639345,-2.5,0,23.721311475409838,0,132,25-34,U,35-49K,Unknown,Single Female,1,None/Unknown,0.9999999999999716,4841.157745084276,4
2092,26,24.333333333333332,1,154,41.037555555555556,1846.69,177.63000000000002,1,-55.79,-1.2397777777777779,-9.25,0,12.11111111111111,0,52,35-44,A,Under 15K,Homeowner,1 Adult Kids,3,1,8.241972240642214e-9,18.1048040693105,2
2094,34,27.278688524590162,1,268,49.86213114754098,3041.5899999999997,316.4099999999999,0.99,-1,-0.01639344262295082,-1,0,10.098360655737705,0,83,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9997754635441353,2945.630350282083,2
2097,33,48.21311475409836,1,319,112.06622950819671,6836.04,502.98999999999984,1.78,-18.84,-0.30885245901639347,-10,0,11.672131147540984,0,71,35-44,A,15-24K,Homeowner,2 Adults Kids,5+,3+,2.6034221490934894e-4,67.03727983555831,2
2100,28,40.90196078431372,1,197,63.7121568627451,3249.3199999999997,466.7999999999999,0.5,-11.82,-0.23176470588235296,-3.5,0,18.54901960784314,0,102,65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9998583674427616,3172.5305599562585,2
2102,32,21.310344827586206,1,169,62.30448275862069,3613.6600000000003,566.7800000000001,1.25,-6.1,-0.10517241379310345,-2.5,0,15.379310344827585,0,137,55-64,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,1,3578.231960784311,4
2107,31,29.49056603773585,1,192,64.30301886792454,3408.0600000000004,381.04000000000053,1.29,-1,-0.018867924528301886,-1,0,15.50943396226415,0,154,35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,0.9973793007077696,2673.8990993441475,2
2110,33,63.84375,1,539,183.45562500000008,11741.160000000005,1403.360000000002,0.99,-40.559999999999995,-0.6337499999999999,-35.16,0,41.859375,0,350,35-44,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9986193277983045,10215.609747992978,3
2111,26,26.20408163265306,0,125,42.17857142857142,2066.75,178.7999999999999,-50,-265.2,-5.412244897959184,-50,0,9.959183673469388,0,62,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9808072641244371,701.0263627984051,2
2112,32,40.442622950819676,1,305,81.7254098360656,4985.250000000001,539.19,1.49,-79.06,-1.2960655737704918,-27.92,0,21.65573770491803,1,189,45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1,4936.374999999996,4
2115,33,63.375,1,277,156.003125,9984.2,488.30000000000024,2.5,-167.65,-2.61953125,-13.669999999999998,0,41.453125,0,189,35-44,A,150-174K,Homeowner,2 Adults Kids,5+,3+,0.999999999999944,9886.315686219183,1
2116,33,74.81538461538462,2,355,170.38415384615388,11074.970000000001,730.2100000000006,4.34,-18.85,-0.29,-7.2,0,45.738461538461536,0,252,35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,0.9997188872830898,10666.541807977386,3
2119,27,22.596153846153847,0,156,34.03211538461539,1769.67,136.79,-11.5,-180.07999999999998,-3.463076923076923,-23.54999999999999,0,12.76923076923077,0,75,25-34,U,50-74K,Homeowner,Single Male,1,None/Unknown,0.9994343926860272,1658.5135544458817,2
2121,32,26.296875,1,142,68.04015625,4354.57,261.2799999999999,1.99,-47.87,-0.74796875,-10.99,0,16.515625,0,110,55-64,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999286097581437,4281.313734954779,4
2123,30,32.732142857142854,0,206,77.06785714285714,4315.8,476.0799999999999,-1,-10.5,-0.1875,-3,0,17.321428571428573,0,92,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0.999932158086129,4244.691436211673,4
2124,33,48.246153846153845,1,332,79.94261538461538,5196.2699999999995,388.8000000000002,-48.5,-152.78,-2.3504615384615386,-58.28,0,23.16923076923077,0,185,25-34,A,50-74K,Homeowner,2 Adults Kids,4,2,1.0000000000000995,5145.326176521767,4
2129,33,51.703125,1,237,97.28015624999999,6225.929999999999,484.2000000000002,0.6900000000000001,-13.59,-0.21234375,-7.09,0,21.75,0,128,25-34,U,35-49K,Unknown,1 Adult Kids,2,1,0.9995786546831158,5915.638800107838,4
2130,34,37.07575757575758,1,265,87.88272727272728,5800.26,475.27000000000015,1.5,-188.82999999999998,-2.861060606060606,-87.67999999999999,0,16,0,118,25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,0.999398507363382,5417.534023505721,4
2133,33,33.721311475409834,1,165,99.77868852459018,6086.500000000001,923.0700000000006,1.5,0,0,0,0,19.852459016393443,0,103,55-64,A,100-124K,Unknown,2 Adults No Kids,2,None/Unknown,0.999845257977043,5934.989207749066,4
2134,31,63.186440677966104,1,387,151.13135593220343,8916.750000000004,825.0200000000011,1.25,-37.47,-0.6350847457627119,-11.27,0,31.83050847457627,0,235,35-44,U,35-49K,Unknown,Single Female,1,None/Unknown,1.0000000000000142,8829.330882365484,1
2140,26,25.96153846153846,2,111,57.705000000000005,1500.3300000000002,256.91000000000014,4.279999999999999,-17.4,-0.6692307692307693,-9.4,0,13.73076923076923,1,86,65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9292552199989293,183.98971206971427,2
2147,32,47.20634920634921,0,472,86.26111111111112,5434.450000000001,695.2400000000005,-3.29,-12.45,-0.1976190476190476,-6.41,0,22.03174603174603,0,340,25-34,A,75-99K,Homeowner,2 Adults Kids,3,1,0.9999305941754371,5344.0800501899885,4
2148,28,36.18867924528302,0,116,60.79283018867925,3222.02,206.92999999999998,0,-16.6,-0.3132075471698113,-5,0,21.28301886792453,1,93,55-64,A,35-49K,Homeowner,2 Adults Kids,4,2,1.0000000000000426,3190.43156864105,2
2154,30,24.18867924528302,1,235,44.26377358490567,2345.9800000000005,402.3400000000004,1.78,-12.63,-0.23830188679245284,-3.84,0,11.377358490566039,0,139,45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0.999846736527964,2287.9148191872955,2
2156,31,48.131147540983605,1,274,81.84147540983606,4992.33,393.4200000000001,0.99,-27.65,-0.4532786885245902,-7.5,0,27.688524590163933,0,139,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9990688544006505,4522.294157832345,4
2158,30,23.37037037037037,1,118,37.68796296296296,2035.15,179.74999999999994,-3.5,-73.84,-1.3674074074074074,-10,0,13.11111111111111,0,81,25-34,B,50-74K,Probable Renter,Single Female,1,None/Unknown,0.9998473958776183,1984.907049194446,2
2162,32,58.24193548387097,1,441,190.82387096774193,11831.08,1799.959999999999,0,-343.8,-5.54516129032258,-127.39,0,26.983870967741936,1,160,45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,0.9999286220740823,11632.061775241486,3
2168,31,52.813559322033896,1,307,94.2913559322034,5563.1900000000005,476.23000000000013,1.0899999999999999,-66.16,-1.12135593220339,-14.87,0,30.54237288135593,0,201,35-44,U,50-74K,Unknown,Single Female,1,None/Unknown,1.0000000000000995,5508.648921623421,4
2172,29,16.07547169811321,1,115,45.36264150943397,2404.2200000000003,379.03000000000026,1.79,-3.89,-0.07339622641509434,-2.89,0,10.056603773584905,0,81,25-34,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9993616679531193,2237.8030740113195,2
2173,31,17.784313725490197,1,108,42.01705882352941,2142.87,217.32,1.19,-6,-0.11764705882352941,-4,0,9.764705882352942,0,77,25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,0.9999336476492542,2107.8752229759025,2
2179,30,9.647058823529411,1,43,27.456274509803922,1400.27,111.05,0.89,0,0,0,0,6.705882352941177,1,33,45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,1.0000000000000142,1386.5418627470674,2
2181,34,18.228070175438596,1,142,53.639824561403515,3057.4700000000003,347,0.99,-16.98,-0.29789473684210527,-5,0,11.649122807017545,0,112,55-64,A,100-124K,Homeowner,2 Adults Kids,3,1,0.9991711989635806,2795.7802472679236,2
2182,30,13.518518518518519,1,68,28.296666666666667,1528.02,147.07999999999998,1.19,-2.5,-0.046296296296296294,-2.5,0,7.203703703703703,0,34,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9983338596187239,1296.9494299872297,2
2183,32,28.076923076923077,0,209,62.12307692307692,3230.4,274.5300000000001,-9.91,-18.3,-0.35192307692307695,-11.4,0,13.442307692307692,0,104,65+,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9993940003624437,3015.9622110846385,2
2184,33,28.733333333333334,1,182,73.53450000000001,4412.070000000001,426.18000000000023,4.75,0,0,0,0,16.483333333333334,0,89,25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,0.9995121024939816,4165.576951202745,4
2185,32,43.53125,1,274,124.49265625000001,7967.530000000001,606.4500000000004,2.89,-34.65,-0.54140625,-11.25,0,32,0,176,25-34,U,125-149K,Homeowner,2 Adults Kids,4,2,0.9999336298568675,7837.400024642102,1
2186,33,32.016129032258064,1,121,88.18677419354839,5467.58,456.04999999999995,1,-1.95,-0.031451612903225803,-1,0,21.14516129032258,0,92,35-44,U,25-34K,Unknown,Single Female,1,None/Unknown,0.9988324067759272,4847.9347034591765,4
2188,32,27.951612903225808,1,172,59.69483870967742,3701.08,425.0199999999999,1.67,-1.8,-0.02903225806451613,-1.25,0,14.387096774193548,0,85,65+,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9998401348258938,3607.129463982481,4
2190,34,57,1,273,110.18421875,7051.79,393.9,1,-20.2,-0.315625,-7.5,0,26.78125,0,118,35-44,A,50-74K,Homeowner,2 Adults Kids,4,2,1.000000000000128,6982.65480401087,1
2193,34,49.83582089552239,1,290,129.47313432835824,8674.7,595.3200000000006,3.19,-4.55,-0.06791044776119404,-2,0,34.02985074626866,0,197,25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9991172939413118,7892.939380376861,1
2194,33,42.296875,1,173,98.73687500000001,6319.160000000001,384.28000000000003,0.88,-9.49,-0.14828125,-2.99,0,27.0625,0,133,55-64,B,25-34K,Homeowner,Single Male,1,None/Unknown,0.9999999999999929,6257.207450975941,4
2198,32,53.3728813559322,1,242,108.82322033898306,6420.570000000001,570.3700000000005,1.67,-46.39,-0.786271186440678,-6.45,0,30.71186440677966,0,144,35-44,B,25-34K,Unknown,Single Female,1,None/Unknown,0.9999999999999407,6357.623235256421,1
2199,31,42.87931034482759,1,290,80.0389655172414,4642.260000000001,414.77000000000027,-5.0600000000000005,-24.8,-0.42758620689655175,-8.5,0,30.310344827586206,0,201,19-24,U,50-74K,Unknown,2 Adults Kids,3,1,0.9993836796273544,4329.887838448221,4
2200,32,62.046875,1,242,115.7296875,7406.7,502.8499999999996,0.26000000000000023,-43.15,-0.67421875,-7.5,0,46.3125,0,180,45-54,U,Under 15K,Unknown,Single Male,1,None/Unknown,0.9993772607007664,6904.137518132219,1
2203,30,21.54237288135593,1,113,83.88711864406781,4949.340000000001,531.9500000000002,1.8900000000000001,0,0,0,0,13.932203389830509,0,79,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1.0000000000000568,4900.817058851384,4
2208,32,70.51724137931035,1,361,160.40103448275866,9303.260000000002,899.3400000000006,2.39,-6.7,-0.11551724137931034,-2.65,0,43.810344827586206,1,219,35-44,U,50-74K,Unknown,1 Adult Kids,3,2,0.9943877565362079,5900.530304944349,1
2209,32,37.21875,4,125,84.27000000000001,5393.280000000001,395.17,4.26,-1,-0.015625,-1,0,21.9375,0,93,25-34,A,35-49K,Renter,2 Adults Kids,5+,3+,0.9998267983356032,5249.482790233259,4
2217,33,30.453125,1,166,62.051875,3971.32,295.22000000000014,1,-22.84,-0.356875,-5,0,17.875,0,121,35-44,B,15-24K,Unknown,Single Female,1,None/Unknown,0.9997075847687146,3820.663470944086,4
2221,29,23.90566037735849,1,96,43.366037735849055,2298.4,198.45000000000005,0.88,-3,-0.05660377358490566,-3,0,13.415094339622641,0,83,65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,0.9998449942958434,2241.127905753038,2
2224,31,29.45614035087719,1,136,69.80877192982456,3979.1,323.52,0.4,-5,-0.08771929824561403,-2.25,0,21.666666666666668,0,136,19-24,B,250K+,Homeowner,Single Male,1,None/Unknown,1.0000000000000568,3940.089215708668,4
